machine_id,loc_name,latitude,longitude,capacity,area_id,product_id,product_name,price,purchase_id,purchase_date,product_id,machine_id,pos_price,customer_id,area_name
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,8,"Dog Treats",3.0,414,1476226905,8,7,3.0,8,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,415,1476226905,3,11,1.5,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,5,Water,1.0,416,1476313305,5,2,1.0,1,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,417,1476313305,4,7,15.0,2,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,4,"Battery Chargers",15.0,418,1476313305,4,14,15.0,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,2,T-Shirt,10.0,419,1476313305,2,5,10.0,4,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,6,Sunscreen,5.0,420,1476313305,6,8,5.0,5,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,1,Coke,1.5,421,1476313305,1,11,1.5,6,Oakland
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,10,"Reading Glasses",11.0,422,1476313305,10,12,11.0,9,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,5,Water,1.0,423,1476399705,5,4,1.0,1,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,424,1476399705,8,8,3.0,2,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,425,1476399705,3,15,1.5,6,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,426,1476399705,10,5,11.0,7,"Downtown SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,3,Peanuts,1.5,427,1476399705,3,14,1.5,9,Oakland
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,428,1476486105,6,9,5.0,2,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,9,Beer,4.5,429,1476486105,9,14,4.5,3,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,430,1476486105,2,1,10.0,4,"Downtown SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,1,Coke,1.5,431,1476486105,1,15,1.5,6,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,3,Peanuts,1.5,432,1476486105,3,5,1.5,7,"Downtown SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,3,Peanuts,1.5,433,1476486105,3,14,1.5,9,Oakland
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,8,"Dog Treats",3.0,434,1476572505,8,10,3.0,2,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,4,"Battery Chargers",15.0,435,1476572505,4,15,15.0,3,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,2,T-Shirt,10.0,436,1476572505,2,3,10.0,4,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,437,1476572505,6,9,5.0,5,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,438,1476572505,3,12,1.5,9,Oakland
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,439,1476658905,3,12,1.5,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,8,"Dog Treats",3.0,440,1476658905,8,5,3.0,4,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,7,"Guide of SF",4.0,441,1476658905,7,10,4.0,5,"Castro SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,10,"Reading Glasses",11.0,442,1476658905,10,9,11.0,8,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,443,1476658905,3,13,1.5,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,2,T-Shirt,10.0,444,1476745305,2,2,10.0,1,"Downtown SF"
2,"Union Square",37.7899946,-122.4041545,12,1,8,"Dog Treats",3.0,445,1476745305,8,2,3.0,4,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,446,1476745305,8,8,3.0,8,"Castro SF"
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,5,Water,1.0,447,1476831705,5,4,1.0,1,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,8,"Dog Treats",3.0,448,1476831705,8,7,3.0,2,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,1,Coke,1.5,449,1476831705,1,14,1.5,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,2,T-Shirt,10.0,450,1476831705,2,5,10.0,4,"Downtown SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,451,1476831705,3,15,1.5,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,452,1476831705,10,3,11.0,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,8,"Dog Treats",3.0,453,1476831705,8,10,3.0,8,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,454,1476831705,3,13,1.5,9,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,5,Water,1.0,455,1476918105,5,5,1.0,1,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,4,"Battery Chargers",15.0,456,1476918105,4,8,15.0,2,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,4,"Battery Chargers",15.0,457,1476918105,4,15,15.0,3,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,458,1476918105,2,1,10.0,4,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,5,Water,1.0,459,1476918105,5,6,1.0,5,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,1,Coke,1.5,460,1476918105,1,12,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,4,"Battery Chargers",15.0,461,1476918105,4,4,15.0,7,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,8,"Dog Treats",3.0,462,1476918105,8,7,3.0,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,463,1476918105,3,15,1.5,9,Oakland
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,4,"Battery Chargers",15.0,464,1477004505,4,9,15.0,2,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,465,1477004505,3,11,1.5,3,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,2,T-Shirt,10.0,466,1477004505,2,3,10.0,4,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,4,"Battery Chargers",15.0,467,1477004505,4,6,15.0,5,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,1,Coke,1.5,468,1477004505,1,13,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,469,1477004505,10,4,11.0,7,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,10,"Reading Glasses",11.0,470,1477004505,10,6,11.0,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,471,1477004505,3,15,1.5,9,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,5,Water,1.0,472,1477090905,5,3,1.0,1,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,4,"Battery Chargers",15.0,473,1477090905,4,9,15.0,2,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,4,"Battery Chargers",15.0,474,1477090905,4,13,15.0,3,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,2,T-Shirt,10.0,475,1477090905,2,3,10.0,4,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,4,"Battery Chargers",15.0,476,1477090905,4,6,15.0,5,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,1,Coke,1.5,477,1477090905,1,13,1.5,6,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,10,"Reading Glasses",11.0,478,1477090905,10,2,11.0,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,8,"Dog Treats",3.0,479,1477090905,8,9,3.0,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,10,"Reading Glasses",11.0,480,1477090905,10,15,11.0,9,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,5,Water,1.0,481,1477177305,5,1,1.0,1,"Downtown SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,1,Coke,1.5,482,1477177305,1,14,1.5,3,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,2,T-Shirt,10.0,483,1477177305,2,2,10.0,4,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,5,Water,1.0,484,1477177305,5,7,1.0,5,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,1,Coke,1.5,485,1477177305,1,15,1.5,6,Oakland
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,8,"Dog Treats",3.0,486,1477177305,8,8,3.0,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,487,1477177305,3,15,1.5,9,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,4,"Battery Chargers",15.0,488,1477263705,4,5,15.0,1,"Downtown SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,9,Beer,4.5,489,1477263705,9,14,4.5,3,Oakland
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,4,"Battery Chargers",15.0,490,1477263705,4,12,15.0,6,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,491,1477263705,10,5,11.0,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,10,"Reading Glasses",11.0,492,1477263705,10,9,11.0,8,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,493,1477263705,3,12,1.5,9,Oakland
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,9,Beer,4.5,494,1477350105,9,15,4.5,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,3,Peanuts,1.5,495,1477350105,3,5,1.5,4,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,6,Sunscreen,5.0,496,1477350105,6,7,5.0,5,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,497,1477350105,3,11,1.5,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,498,1477350105,10,3,11.0,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,10,"Reading Glasses",11.0,499,1477350105,10,9,11.0,8,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,3,Peanuts,1.5,500,1477350105,3,14,1.5,9,Oakland
6,"Davies Campus",37.7675721,-122.4352396,12,2,4,"Battery Chargers",15.0,501,1477436505,4,6,15.0,2,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,4,"Battery Chargers",15.0,502,1477436505,4,13,15.0,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,8,"Dog Treats",3.0,503,1477436505,8,5,3.0,4,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,6,Sunscreen,5.0,504,1477436505,6,7,5.0,5,"Castro SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,4,"Battery Chargers",15.0,505,1477436505,4,3,15.0,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,8,"Dog Treats",3.0,506,1477436505,8,9,3.0,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,507,1477436505,3,15,1.5,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,7,"Guide of SF",4.0,508,1477522905,7,2,4.0,1,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,509,1477522905,4,7,15.0,2,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,510,1477522905,3,13,1.5,3,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,511,1477522905,2,1,10.0,4,"Downtown SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,4,"Battery Chargers",15.0,512,1477522905,4,14,15.0,6,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,4,"Battery Chargers",15.0,513,1477522905,4,2,15.0,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,8,"Dog Treats",3.0,514,1477522905,8,10,3.0,8,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,9,Beer,4.5,515,1477609305,9,11,4.5,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,8,"Dog Treats",3.0,516,1477609305,8,5,3.0,4,"Downtown SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,517,1477609305,3,11,1.5,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,3,Peanuts,1.5,518,1477609305,3,3,1.5,7,"Downtown SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,10,"Reading Glasses",11.0,519,1477609305,10,13,11.0,9,Oakland
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,520,1477695705,6,9,5.0,2,"Castro SF"
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,521,1477695705,2,1,10.0,4,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,8,"Dog Treats",3.0,522,1477695705,8,6,3.0,5,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,1,Coke,1.5,523,1477695705,1,12,1.5,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,3,Peanuts,1.5,524,1477695705,3,3,1.5,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,8,"Dog Treats",3.0,525,1477695705,8,10,3.0,8,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,526,1477695705,3,11,1.5,9,Oakland
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,8,"Dog Treats",3.0,527,1477782105,8,7,3.0,2,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,1,Coke,1.5,528,1477782105,1,11,1.5,3,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,2,T-Shirt,10.0,529,1477782105,2,5,10.0,4,"Downtown SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,530,1477782105,3,12,1.5,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,531,1477782105,10,3,11.0,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,10,"Reading Glasses",11.0,532,1477782105,10,10,11.0,8,"Castro SF"
2,"Union Square",37.7899946,-122.4041545,12,1,8,"Dog Treats",3.0,533,1477868505,8,2,3.0,1,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,534,1477868505,4,7,15.0,2,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,535,1477868505,3,13,1.5,3,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,9,Beer,4.5,536,1477868505,9,1,4.5,4,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,6,Sunscreen,5.0,537,1477868505,6,9,5.0,5,"Castro SF"
5,"The Ferry Building",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,538,1477868505,10,5,11.0,7,"Downtown SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,539,1477868505,3,13,1.5,9,Oakland
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,4,"Battery Chargers",15.0,540,1477954905,4,10,15.0,2,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,541,1477954905,3,11,1.5,3,Oakland
14,"Marriot City Center",37.8025865,-122.2735734,12,3,4,"Battery Chargers",15.0,542,1477954905,4,14,15.0,6,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,543,1477954905,10,5,11.0,7,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,10,"Reading Glasses",11.0,544,1477954905,10,6,11.0,8,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,545,1477954905,3,12,1.5,9,Oakland
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,546,1478041305,3,12,1.5,3,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,2,T-Shirt,10.0,547,1478041305,2,2,10.0,4,"Downtown SF"
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,10,"Reading Glasses",11.0,548,1478041305,10,1,11.0,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,9,Beer,4.5,549,1478041305,9,10,4.5,8,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,10,"Reading Glasses",11.0,550,1478041305,10,11,11.0,9,Oakland
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,8,"Dog Treats",3.0,551,1478127705,8,9,3.0,2,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,4,"Battery Chargers",15.0,552,1478127705,4,15,15.0,3,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,9,Beer,4.5,553,1478127705,9,3,4.5,4,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,6,Sunscreen,5.0,554,1478127705,6,6,5.0,5,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,555,1478127705,3,13,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,556,1478127705,10,4,11.0,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,8,"Dog Treats",3.0,557,1478127705,8,10,3.0,8,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,558,1478127705,3,11,1.5,9,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,8,"Dog Treats",3.0,559,1478214105,8,2,3.0,1,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,4,"Battery Chargers",15.0,560,1478214105,4,9,15.0,2,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,1,Coke,1.5,561,1478214105,1,11,1.5,3,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,2,T-Shirt,10.0,562,1478214105,2,2,10.0,4,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,4,"Battery Chargers",15.0,563,1478214105,4,7,15.0,5,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,1,Coke,1.5,564,1478214105,1,12,1.5,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,565,1478214105,10,3,11.0,7,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,9,Beer,4.5,566,1478214105,9,7,4.5,8,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,567,1478214105,3,13,1.5,9,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,7,"Guide of SF",4.0,568,1478300505,7,5,4.0,1,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,6,Sunscreen,5.0,569,1478300505,6,6,5.0,2,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,4,"Battery Chargers",15.0,570,1478300505,4,13,15.0,3,Oakland
2,"Union Square",37.7899946,-122.4041545,12,1,2,T-Shirt,10.0,571,1478300505,2,2,10.0,4,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,5,Water,1.0,572,1478300505,5,10,1.0,5,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,573,1478300505,3,12,1.5,6,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,574,1478300505,10,3,11.0,7,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,8,"Dog Treats",3.0,575,1478300505,8,6,3.0,8,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,576,1478300505,3,13,1.5,9,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,7,"Guide of SF",4.0,577,1478386905,7,4,4.0,1,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,6,Sunscreen,5.0,578,1478386905,6,7,5.0,2,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,9,Beer,4.5,579,1478386905,9,13,4.5,3,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,580,1478386905,2,1,10.0,4,"Downtown SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,581,1478386905,3,13,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,582,1478386905,10,4,11.0,7,"Downtown SF"
9,"Mission Dolores Park",37.7598833,-122.4290462,12,2,8,"Dog Treats",3.0,583,1478386905,8,9,3.0,8,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,10,"Reading Glasses",11.0,584,1478386905,10,11,11.0,9,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,4,"Battery Chargers",15.0,585,1478473305,4,4,15.0,1,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,6,Sunscreen,5.0,586,1478473305,6,10,5.0,2,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,4,"Battery Chargers",15.0,587,1478473305,4,15,15.0,3,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,588,1478473305,2,1,10.0,4,"Downtown SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,6,Sunscreen,5.0,589,1478473305,6,7,5.0,5,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,3,Peanuts,1.5,590,1478473305,3,11,1.5,6,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,3,Peanuts,1.5,591,1478473305,3,5,1.5,7,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,10,"Reading Glasses",11.0,592,1478473305,10,6,11.0,8,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,10,"Reading Glasses",11.0,593,1478473305,10,14,11.0,9,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,5,Water,1.0,594,1478559705,5,4,1.0,1,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,8,"Dog Treats",3.0,595,1478559705,8,6,3.0,2,"Castro SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,3,Peanuts,1.5,596,1478559705,3,12,1.5,3,Oakland
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,2,T-Shirt,10.0,597,1478559705,2,1,10.0,4,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,7,"Guide of SF",4.0,598,1478559705,7,8,4.0,5,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,3,Peanuts,1.5,599,1478559705,3,14,1.5,6,Oakland
5,"The Ferry Building",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,600,1478559705,10,5,11.0,7,"Downtown SF"
12,"Children's Fairyland",37.8077802,-122.2749439,12,3,10,"Reading Glasses",11.0,601,1478559705,10,12,11.0,9,Oakland
3,"Pier 39",37.8023627,-122.4094553,12,1,5,Water,1.0,602,1478646105,5,3,1.0,1,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,4,"Battery Chargers",15.0,603,1478646105,4,8,15.0,2,"Castro SF"
11,"The Paramount Theatre",37.809174,-122.2830905,12,3,4,"Battery Chargers",15.0,604,1478646105,4,11,15.0,3,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,8,"Dog Treats",3.0,605,1478646105,8,4,3.0,4,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,7,"Guide of SF",4.0,606,1478646105,7,10,4.0,5,"Castro SF"
3,"Pier 39",37.8023627,-122.4094553,12,1,10,"Reading Glasses",11.0,607,1478646105,10,3,11.0,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,8,"Dog Treats",3.0,608,1478646105,8,10,3.0,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,609,1478646105,3,15,1.5,9,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,4,"Battery Chargers",15.0,610,1478732505,4,4,15.0,1,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,4,"Battery Chargers",15.0,611,1478732505,4,6,15.0,2,"Castro SF"
7,"Market St & Noe Station",37.7643001,-122.4327049,12,2,5,Water,1.0,612,1478732505,5,7,1.0,5,"Castro SF"
1,"Yerba Buena Center for the Arts",37.7866026,-122.403335,12,1,10,"Reading Glasses",11.0,613,1478732505,10,1,11.0,7,"Downtown SF"
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,10,"Reading Glasses",11.0,614,1478732505,10,10,11.0,8,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,3,Peanuts,1.5,615,1478732505,3,15,1.5,9,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,5,Water,1.0,616,1478818905,5,4,1.0,1,"Downtown SF"
8,"Rikki Streicher Field",37.760559,-122.4358999,12,2,4,"Battery Chargers",15.0,617,1478818905,4,8,15.0,2,"Castro SF"
14,"Marriot City Center",37.8025865,-122.2735734,12,3,4,"Battery Chargers",15.0,618,1478818905,4,14,15.0,3,Oakland
10,"The Castro Theatre",37.7609988,-122.4361816,12,2,6,Sunscreen,5.0,619,1478818905,6,10,5.0,5,"Castro SF"
15,"Oakland Ice Center",37.8059857,-122.273792,12,3,1,Coke,1.5,620,1478818905,1,15,1.5,6,Oakland
4,"Transamerica Pyramid Hall",37.7943947,-122.3981726,12,1,10,"Reading Glasses",11.0,621,1478818905,10,4,11.0,7,"Downtown SF"
6,"Davies Campus",37.7675721,-122.4352396,12,2,10,"Reading Glasses",11.0,622,1478818905,10,6,11.0,8,"Castro SF"
13,"Highland Hospital",37.8024413,-122.2586135,12,3,3,Peanuts,1.5,623,1478818905,3,13,1.5,9,Oakland
